track_id,vcl,vsl,vap_mean,vap_std,alh_mean,alh_std,lin,wob,str,bcf_mean,bcf_std,mad,fluo
699,67.19229209650672,67.0037863963773,67.02421619867299,16.506744675172055,0.12914452001532412,0.1284761992943529,0.9971945338632193,0.997498583653132,0.9996951877477368,,,0.13418167563362923,116.93513513513514
703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,74.02881359333341,63.26758391488245,63.90837580131305,11.665807011708909,0.8999279189643955,0.852487299512699,0.8546345786714046,0.8632905580843762,0.9899732722292492,14.999999999999954,0.0,0.8537243929139491,93.53790613718412
767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,49.86974194846738,48.985827141001195,49.217120462528904,26.49771700380172,0.1345122964420558,0.15571326092696863,0.982275528748884,0.9869134777835253,0.9953005515285316,,,0.408680016219249,109.632
795,45.61474351443878,44.7222609694498,44.933418381541856,12.593902827618033,0.16736292281712123,0.2102998884527989,0.9804343403858782,0.9850634886792412,0.9953006599609435,,,3.9668630816391808,120.73426573426573
822,70.62941308528748,67.89641404701172,68.46777049738293,13.557380840785113,0.36838067480120945,0.3517855713608479,0.9613050863812846,0.9693945837367458,0.9916551036170653,,,0.4598768857641935,119.2336956521739
823,38.31301628827696,37.468152979124625,37.730429793995704,4.7273244645438135,0.11488227985173306,0.1413183757093573,0.9779484000216697,0.9847940321404682,0.9930486661216666,,,2.9803854551472377,105.9020979020979
825,36.63436071708138,28.56747963084057,28.608124394827797,22.219733192137134,0.2754881379488466,0.20870315804597606,0.7798001404053574,0.780909611491836,0.9985792579958658,,,2.9862782081015893,69.68376068376068
829,40.749643537370446,40.7309080265621,40.73638047232101,13.970924179572217,0.03244393826150152,0.033504120338804934,0.999540228841728,0.9996745231639321,0.9998656619538736,,,0.055961610943852325,82.63940520446097
837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
